ID,Class
1012,drilling
1013,drilling
1016,siren
1019,street_music
1020,siren
1023,street_music
1031,siren
1033,children_playing
1035,siren
1037,jackhammer
1039,street_music
1041,dog_bark
1046,dog_bark
1050,dog_bark
1053,air_conditioner
1057,street_music
1060,drilling
1064,street_music
1065,engine_idling
1067,drilling
1073,gun_shot
1075,jackhammer
1081,siren
1084,street_music
1086,children_playing
1093,drilling
1094,dog_bark
1095,siren
1097,drilling
1099,street_music
1101,street_music
1102,car_horn
1103,street_music
1104,street_music
1107,street_music
1108,air_conditioner
1109,street_music
1110,siren
1111,air_conditioner
1114,drilling
1117,children_playing
1121,drilling
1122,street_music
1123,jackhammer
1124,dog_bark
1125,siren
1127,dog_bark
1128,drilling
1130,siren
1132,street_music
1135,air_conditioner
1136,street_music
1138,jackhammer
1140,dog_bark
1141,air_conditioner
1142,gun_shot
1144,jackhammer
1146,street_music
1153,jackhammer
1154,dog_bark
1155,jackhammer
1159,siren
1161,jackhammer
1163,gun_shot
1164,engine_idling
1165,jackhammer
1166,dog_bark
1167,street_music
1169,drilling
1170,engine_idling
1171,jackhammer
1172,siren
1173,jackhammer
1177,siren
1178,siren
1179,jackhammer
1184,street_music
1185,street_music
1190,siren
1192,street_music
1193,street_music
1194,drilling
1196,street_music
1197,siren
1198,street_music
1199,siren
1201,street_music
1202,street_music
1204,street_music
1207,drilling
1208,engine_idling
1211,street_music
1212,children_playing
1213,street_music
1215,street_music
1216,street_music
1221,children_playing
1222,air_conditioner
1223,dog_bark
1225,street_music
1227,gun_shot
1229,children_playing
1233,dog_bark
1234,street_music
1238,children_playing
1239,street_music
1247,street_music
1249,street_music
1250,street_music
1253,street_music
1254,car_horn
1258,jackhammer
1260,jackhammer
1263,street_music
1264,jackhammer
1266,siren
1268,drilling
1274,drilling
1280,street_music
1281,children_playing
1282,siren
1283,street_music
1284,street_music
1285,air_conditioner
1288,street_music
1290,siren
1291,drilling
1293,jackhammer
1299,dog_bark
1304,car_horn
1307,dog_bark
1309,air_conditioner
1313,jackhammer
1315,street_music
1320,dog_bark
1324,siren
1325,street_music
1331,jackhammer
1333,street_music
1336,street_music
1340,street_music
1342,siren
1343,drilling
1344,jackhammer
1348,street_music
1354,street_music
1359,air_conditioner
1360,engine_idling
1362,dog_bark
1364,siren
1369,drilling
1372,jackhammer
1373,street_music
1374,dog_bark
1375,siren
1376,siren
1379,drilling
1382,jackhammer
1383,street_music
1387,drilling
1389,jackhammer
1391,street_music
1392,air_conditioner
1395,dog_bark
1397,street_music
1401,street_music
1402,gun_shot
1403,siren
1406,dog_bark
1407,street_music
1408,dog_bark
1410,children_playing
1411,drilling
1413,engine_idling
1416,siren
1420,siren
1421,drilling
1422,drilling
1424,drilling
1426,jackhammer
1427,street_music
1429,street_music
1430,siren
1433,siren
1434,children_playing
1438,children_playing
1439,street_music
1440,engine_idling
1441,drilling
1442,children_playing
1443,street_music
1445,siren
1451,street_music
1453,air_conditioner
1455,siren
1456,gun_shot
1457,jackhammer
1463,drilling
1464,dog_bark
1465,street_music
1466,children_playing
1474,jackhammer
1476,children_playing
1482,car_horn
1484,siren
1486,drilling
1487,dog_bark
1490,siren
1494,air_conditioner
1495,drilling
1499,children_playing
1504,engine_idling
1505,car_horn
1507,dog_bark
1509,siren
1513,drilling
1514,dog_bark
1519,siren
1522,drilling
1524,air_conditioner
1526,air_conditioner
1533,children_playing
1535,street_music
1538,street_music
1539,street_music
1541,jackhammer
1543,jackhammer
1544,drilling
1545,street_music
1553,drilling
1557,siren
1559,siren
1566,street_music
1568,street_music
1572,siren
1575,siren
1576,siren
1577,siren
1580,siren
1582,dog_bark
1583,jackhammer
1585,street_music
1587,street_music
1590,siren
1592,jackhammer
1594,street_music
1595,street_music
1596,dog_bark
1600,siren
1609,dog_bark
1610,street_music
1611,dog_bark
1617,gun_shot
1619,street_music
1620,street_music
1622,street_music
1624,street_music
1625,siren
1627,drilling
1631,street_music
1637,street_music
1638,drilling
1641,siren
1642,jackhammer
1643,siren
1644,street_music
1645,dog_bark
1646,siren
1650,children_playing
1654,siren
1655,dog_bark
1657,street_music
1658,dog_bark
1659,engine_idling
1662,drilling
1665,street_music
1668,car_horn
1670,children_playing
1671,dog_bark
1676,engine_idling
1682,jackhammer
1683,siren
1684,engine_idling
1685,siren
1691,street_music
1692,street_music
1693,siren
1694,siren
1696,dog_bark
1698,dog_bark
1700,drilling
1707,street_music
1710,drilling
1712,street_music
1717,children_playing
1721,street_music
1723,dog_bark
1726,siren
1732,dog_bark
1733,street_music
1735,engine_idling
1740,street_music
1742,drilling
1743,children_playing
1747,siren
1752,children_playing
1753,jackhammer
1756,jackhammer
1757,dog_bark
1758,street_music
1759,street_music
1762,jackhammer
1764,siren
1770,gun_shot
1772,street_music
1775,street_music
1778,street_music
1781,street_music
1784,gun_shot
1785,siren
1788,siren
1790,drilling
1793,drilling
1797,street_music
1798,jackhammer
1799,jackhammer
1804,dog_bark
1810,street_music
1811,dog_bark
1814,street_music
1815,engine_idling
1821,street_music
1823,street_music
1824,air_conditioner
1833,jackhammer
1835,dog_bark
1838,children_playing
1844,street_music
1845,drilling
1846,children_playing
1851,drilling
1852,street_music
1855,engine_idling
1857,street_music
1859,dog_bark
1860,siren
1861,siren
1862,street_music
1865,street_music
1875,jackhammer
1878,siren
1880,jackhammer
1882,street_music
1884,siren
1885,siren
1887,dog_bark
1888,siren
1900,drilling
1902,siren
1903,children_playing
1905,children_playing
1906,jackhammer
1907,siren
1909,street_music
1911,gun_shot
1912,jackhammer
1915,jackhammer
1920,gun_shot
1926,gun_shot
1928,siren
1930,drilling
1931,children_playing
1934,children_playing
1939,street_music
1942,drilling
1951,drilling
1953,air_conditioner
1954,street_music
1955,siren
1959,engine_idling
1961,jackhammer
1962,engine_idling
1964,dog_bark
1965,dog_bark
1969,drilling
1972,street_music
1975,street_music
1979,jackhammer
1981,street_music
1983,air_conditioner
1984,dog_bark
1985,drilling
1989,siren
1990,siren
1993,street_music
1995,children_playing
1998,children_playing
2003,siren
2005,siren
2006,engine_idling
2007,dog_bark
2011,street_music
2012,drilling
2014,siren
2015,dog_bark
2021,jackhammer
2024,siren
2027,street_music
2030,street_music
2032,street_music
2034,siren
2035,drilling
2039,children_playing
2041,dog_bark
2044,children_playing
2046,drilling
2052,dog_bark
2053,street_music
2058,gun_shot
2059,children_playing
2060,street_music
2061,drilling
2062,gun_shot
2065,engine_idling
2068,jackhammer
2069,street_music
2071,street_music
2074,street_music
2075,engine_idling
2076,children_playing
2079,street_music
2085,jackhammer
2086,street_music
2088,gun_shot
2092,street_music
2093,siren
2097,siren
2100,street_music
2109,air_conditioner
2110,street_music
2111,jackhammer
2112,siren
2114,jackhammer
2115,jackhammer
2118,street_music
2119,siren
2120,drilling
2128,street_music
2131,drilling
2136,jackhammer
2137,street_music
2143,jackhammer
2146,children_playing
2147,engine_idling
2151,street_music
2153,street_music
2155,drilling
2158,street_music
2159,children_playing
2161,drilling
2164,dog_bark
2165,drilling
2166,drilling
2167,jackhammer
2172,street_music
2175,siren
2176,dog_bark
2177,street_music
2178,air_conditioner
2181,dog_bark
2183,siren
2187,jackhammer
2189,air_conditioner
2202,dog_bark
2203,siren
2207,dog_bark
2208,drilling
2211,street_music
2213,street_music
2214,siren
2215,street_music
2221,jackhammer
2222,siren
2223,car_horn
2231,siren
2232,children_playing
2234,street_music
2239,street_music
2242,siren
2243,engine_idling
2245,dog_bark
2248,siren
2255,children_playing
2257,siren
2261,siren
2263,dog_bark
2266,drilling
2267,dog_bark
2268,dog_bark
2270,street_music
2271,children_playing
2272,children_playing
2274,children_playing
2276,siren
2280,dog_bark
2281,street_music
2283,street_music
2284,jackhammer
2285,street_music
2286,siren
2288,siren
2289,dog_bark
2292,street_music
2294,street_music
2296,street_music
2298,drilling
2305,drilling
2311,drilling
2315,dog_bark
2316,gun_shot
2317,dog_bark
2320,jackhammer
2321,jackhammer
2322,siren
2325,dog_bark
2326,street_music
2328,siren
2331,street_music
2334,siren
2336,siren
2337,street_music
2341,street_music
2342,jackhammer
2346,siren
2348,gun_shot
2350,children_playing
2352,street_music
2355,street_music
2356,street_music
2357,street_music
2359,engine_idling
2361,jackhammer
2362,drilling
2365,siren
2367,street_music
2370,street_music
2374,siren
2375,car_horn
2376,street_music
2377,siren
2381,siren
2383,gun_shot
2385,children_playing
2387,drilling
2391,street_music
2392,dog_bark
2393,air_conditioner
2396,drilling
2397,street_music
2399,street_music
2400,gun_shot
2406,siren
2407,drilling
2409,jackhammer
2417,dog_bark
2422,street_music
2423,street_music
2426,street_music
2429,drilling
2431,jackhammer
2434,street_music
2435,dog_bark
2436,siren
2437,children_playing
2440,jackhammer
2442,siren
2451,gun_shot
2457,street_music
2459,siren
2467,gun_shot
2469,street_music
2471,siren
2472,dog_bark
2475,siren
2476,street_music
2481,drilling
2482,dog_bark
2483,dog_bark
2486,drilling
2490,drilling
2491,car_horn
2492,street_music
2495,dog_bark
2496,dog_bark
2500,jackhammer
2502,dog_bark
2504,children_playing
2508,engine_idling
2514,drilling
2518,dog_bark
2519,car_horn
2520,children_playing
2521,air_conditioner
2522,gun_shot
2525,jackhammer
2527,street_music
2528,street_music
2530,street_music
2533,street_music
2535,drilling
2537,drilling
2540,drilling
2546,drilling
2551,gun_shot
2554,gun_shot
2556,street_music
2559,dog_bark
2561,siren
2562,street_music
2563,siren
2565,car_horn
2566,street_music
2579,air_conditioner
2583,dog_bark
2589,siren
2590,siren
2591,jackhammer
2599,siren
2602,jackhammer
2606,jackhammer
2609,gun_shot
2611,street_music
2615,street_music
2617,jackhammer
2618,street_music
2621,children_playing
2622,street_music
2626,drilling
2627,street_music
2628,street_music
2629,gun_shot
2630,siren
2631,jackhammer
2633,air_conditioner
2635,street_music
2638,street_music
2642,car_horn
2643,street_music
2649,jackhammer
2654,jackhammer
2655,air_conditioner
2656,gun_shot
2660,children_playing
2663,children_playing
2667,drilling
2670,dog_bark
2672,street_music
2673,engine_idling
2675,drilling
2681,street_music
2683,drilling
2688,siren
2692,jackhammer
2693,children_playing
2694,street_music
2696,drilling
2698,street_music
2701,street_music
2704,drilling
2708,dog_bark
2712,children_playing
2715,jackhammer
2716,jackhammer
2719,street_music
2720,dog_bark
2724,street_music
2727,children_playing
2729,jackhammer
2731,children_playing
2734,street_music
2735,drilling
2737,engine_idling
2742,siren
2743,dog_bark
2745,siren
2748,siren
2749,gun_shot
2753,dog_bark
2755,engine_idling
2758,drilling
2759,drilling
2761,siren
2762,drilling
2767,street_music
2768,jackhammer
2772,engine_idling
2777,dog_bark
2778,street_music
2782,dog_bark
2786,siren
2793,street_music
2796,drilling
2798,dog_bark
2799,street_music
2803,street_music
2804,gun_shot
2806,dog_bark
2809,street_music
2810,jackhammer
2812,siren
2814,street_music
2816,street_music
2817,street_music
2818,gun_shot
2820,street_music
2822,jackhammer
2823,siren
2826,engine_idling
2827,gun_shot
2833,engine_idling
2834,street_music
2838,street_music
2839,siren
2841,siren
2843,street_music
2844,jackhammer
2845,siren
2847,engine_idling
2848,jackhammer
2852,siren
2853,dog_bark
2856,street_music
2859,children_playing
2860,dog_bark
2861,dog_bark
2866,siren
2867,drilling
2868,dog_bark
2874,street_music
2876,siren
2877,street_music
2879,street_music
2880,jackhammer
2882,dog_bark
2883,siren
2885,jackhammer
2886,siren
2888,street_music
2893,engine_idling
2894,street_music
2895,dog_bark
2897,engine_idling
2904,street_music
2905,children_playing
2906,street_music
2908,jackhammer
2916,siren
2919,dog_bark
2923,engine_idling
2937,drilling
2938,street_music
2941,jackhammer
2947,street_music
2948,children_playing
2949,street_music
2952,dog_bark
2953,children_playing
2958,drilling
2964,drilling
2965,street_music
2967,siren
2968,street_music
2970,drilling
2973,drilling
2975,siren
2977,street_music
2978,air_conditioner
2979,street_music
2981,street_music
2985,street_music
2990,jackhammer
2999,dog_bark
3000,street_music
3002,dog_bark
3005,street_music
3007,engine_idling
3009,jackhammer
3010,dog_bark
3015,street_music
3017,children_playing
3019,street_music
3022,siren
3023,engine_idling
3025,gun_shot
3028,street_music
3029,dog_bark
3031,street_music
3035,street_music
3039,street_music
3040,dog_bark
3041,street_music
3043,street_music
3044,engine_idling
3045,jackhammer
3047,street_music
3048,drilling
3049,siren
3053,street_music
3057,dog_bark
3058,drilling
3059,siren
3064,siren
3065,children_playing
3067,dog_bark
3072,street_music
3073,drilling
3076,street_music
3079,siren
3080,siren
3083,jackhammer
3084,jackhammer
3086,street_music
3088,children_playing
3090,children_playing
3093,drilling
3100,engine_idling
3106,dog_bark
3107,jackhammer
3109,jackhammer
3111,street_music
3113,children_playing
3114,siren
3116,gun_shot
3119,jackhammer
3122,street_music
3124,children_playing
3129,engine_idling
3132,siren
3134,street_music
3137,drilling
3139,children_playing
3141,siren
3142,children_playing
3145,children_playing
3149,street_music
3158,engine_idling
3166,street_music
3173,dog_bark
3174,gun_shot
3175,siren
3181,siren
3183,siren
3184,street_music
3193,children_playing
3198,siren
3201,street_music
3203,drilling
3204,dog_bark
3208,gun_shot
3210,siren
3212,children_playing
3217,street_music
3219,jackhammer
3222,jackhammer
3224,street_music
3228,drilling
3234,street_music
3241,street_music
3242,street_music
3243,street_music
3245,children_playing
3247,children_playing
3249,street_music
3251,children_playing
3252,children_playing
3253,drilling
3255,dog_bark
3256,drilling
3260,dog_bark
3263,jackhammer
3265,drilling
3269,street_music
3274,drilling
3280,street_music
3282,jackhammer
3284,drilling
3287,jackhammer
3289,engine_idling
3290,jackhammer
3295,children_playing
3300,gun_shot
3303,drilling
3304,street_music
3309,children_playing
3311,children_playing
3312,drilling
3313,street_music
3314,drilling
3315,siren
3326,jackhammer
3327,dog_bark
3329,engine_idling
3335,street_music
3339,jackhammer
3340,drilling
3341,street_music
3342,street_music
3346,siren
3348,gun_shot
3356,drilling
3359,street_music
3361,street_music
3366,street_music
3368,street_music
3372,drilling
3374,children_playing
3377,gun_shot
3378,children_playing
3380,dog_bark
3382,street_music
3384,street_music
3385,drilling
3386,street_music
3391,drilling
3393,dog_bark
3396,jackhammer
3402,street_music
3403,jackhammer
3405,engine_idling
3408,drilling
3410,children_playing
3411,air_conditioner
3412,street_music
3414,siren
3421,engine_idling
3424,street_music
3426,drilling
3427,siren
3428,drilling
3430,siren
3431,jackhammer
3438,children_playing
3440,street_music
3447,jackhammer
3448,engine_idling
3450,children_playing
3456,street_music
3457,jackhammer
3460,gun_shot
3463,siren
3466,siren
3468,engine_idling
3472,street_music
3476,siren
3479,street_music
3484,car_horn
3485,children_playing
3487,street_music
3488,children_playing
3490,engine_idling
3494,car_horn
3497,street_music
3498,street_music
3500,dog_bark
3502,jackhammer
3505,siren
3506,street_music
3511,street_music
3512,siren
3513,engine_idling
3521,jackhammer
3524,siren
3527,dog_bark
3530,engine_idling
3532,street_music
3535,siren
3541,street_music
3544,street_music
3552,drilling
3553,engine_idling
3557,children_playing
3558,air_conditioner
3559,air_conditioner
3562,drilling
3563,street_music
3564,street_music
3565,jackhammer
3570,gun_shot
3571,street_music
3572,siren
3573,drilling
3575,siren
3576,jackhammer
3578,dog_bark
3581,children_playing
3586,jackhammer
3589,street_music
3592,children_playing
3593,jackhammer
3594,street_music
3600,street_music
3601,dog_bark
3602,siren
3605,children_playing
3612,children_playing
3615,engine_idling
3616,drilling
3617,street_music
3618,air_conditioner
3620,street_music
3623,dog_bark
3625,siren
3631,engine_idling
3633,street_music
3635,street_music
3636,jackhammer
3638,street_music
3641,street_music
3643,siren
3650,children_playing
3651,siren
3655,street_music
3665,siren
3667,gun_shot
3673,street_music
3677,dog_bark
3684,siren
3690,dog_bark
3692,car_horn
3693,dog_bark
3694,siren
3699,street_music
3701,street_music
3704,air_conditioner
3705,engine_idling
3707,children_playing
3710,street_music
3712,siren
3713,air_conditioner
3715,dog_bark
3716,street_music
3720,siren
3722,jackhammer
3723,air_conditioner
3727,drilling
3730,dog_bark
3733,jackhammer
3736,dog_bark
3737,children_playing
3740,siren
3743,children_playing
3744,siren
3746,engine_idling
3748,siren
3755,street_music
3757,drilling
3761,dog_bark
3767,street_music
3768,siren
3769,dog_bark
3773,car_horn
3774,dog_bark
3775,engine_idling
3777,engine_idling
3779,drilling
3780,siren
3786,dog_bark
3789,engine_idling
3793,car_horn
3794,jackhammer
3795,car_horn
3796,siren
3797,air_conditioner
3801,dog_bark
3802,street_music
3804,street_music
3807,street_music
3809,street_music
3810,siren
3812,street_music
3814,siren
3815,drilling
3817,street_music
3818,siren
3824,siren
3825,street_music
3826,drilling
3829,jackhammer
3831,drilling
3832,drilling
3835,gun_shot
3837,air_conditioner
3841,siren
3845,drilling
3849,drilling
3852,drilling
3856,siren
3857,dog_bark
3858,street_music
3862,jackhammer
3865,siren
3867,dog_bark
3872,street_music
3873,drilling
3874,street_music
3875,street_music
3876,drilling
3892,engine_idling
3897,street_music
3899,street_music
3901,street_music
3904,street_music
3907,siren
3908,street_music
3912,street_music
3913,street_music
3917,engine_idling
3922,street_music
3923,jackhammer
3926,siren
3928,drilling
3931,jackhammer
3935,siren
3937,jackhammer
3942,street_music
3946,dog_bark
3949,drilling
3950,drilling
3952,street_music
3953,engine_idling
3954,drilling
3957,jackhammer
3958,street_music
3961,jackhammer
3963,street_music
3964,drilling
3971,drilling
3974,street_music
3976,jackhammer
3977,street_music
3979,children_playing
3980,street_music
3989,dog_bark
3990,jackhammer
3991,children_playing
3995,drilling
3996,jackhammer
4005,engine_idling
4007,siren
4008,dog_bark
4013,drilling
4016,street_music
4019,street_music
4020,engine_idling
4023,street_music
4025,street_music
4026,air_conditioner
4031,air_conditioner
4033,siren
4034,drilling
4035,engine_idling
4036,street_music
4037,dog_bark
4040,siren
4042,dog_bark
4043,children_playing
4047,siren
4048,jackhammer
4051,children_playing
4052,siren
4053,siren
4059,dog_bark
4060,drilling
4061,street_music
4063,street_music
4065,street_music
4071,street_music
4072,children_playing
4074,engine_idling
4079,dog_bark
4082,drilling
4088,children_playing
4090,drilling
4092,engine_idling
4098,air_conditioner
4099,street_music
4105,siren
4107,siren
4108,dog_bark
4109,street_music
4112,street_music
4113,street_music
4114,dog_bark
4115,street_music
4116,jackhammer
4120,air_conditioner
4124,siren
4127,dog_bark
4132,siren
4133,street_music
4136,air_conditioner
4141,jackhammer
4144,street_music
4145,drilling
4147,street_music
4148,drilling
4149,air_conditioner
4150,dog_bark
4151,jackhammer
4152,children_playing
4153,street_music
4154,siren
4156,dog_bark
4157,dog_bark
4165,car_horn
4167,drilling
4173,engine_idling
4176,street_music
4177,street_music
4185,engine_idling
4186,siren
4187,children_playing
4188,street_music
4192,siren
4194,siren
4195,car_horn
4196,engine_idling
4202,dog_bark
4208,siren
4209,siren
4211,siren
4212,air_conditioner
4213,drilling
4214,dog_bark
4215,siren
4219,siren
4221,engine_idling
4223,street_music
4225,dog_bark
4229,children_playing
4230,air_conditioner
4233,jackhammer
4237,drilling
4238,street_music
4240,dog_bark
4243,drilling
4245,street_music
4250,drilling
4251,siren
4258,engine_idling
4259,children_playing
4261,dog_bark
4264,siren
4266,gun_shot
4268,dog_bark
4269,siren
4270,street_music
4271,siren
4275,street_music
4276,street_music
4280,siren
4282,engine_idling
4283,air_conditioner
4284,dog_bark
4292,engine_idling
4294,children_playing
4295,children_playing
4296,street_music
4298,dog_bark
4300,street_music
4302,dog_bark
4304,street_music
4305,street_music
4306,street_music
4308,siren
4309,siren
4310,engine_idling
4312,siren
4315,street_music
4318,engine_idling
4321,air_conditioner
4322,siren
4325,children_playing
4329,street_music
4330,children_playing
4332,gun_shot
4334,street_music
4336,street_music
4339,drilling
4340,drilling
4342,street_music
4343,street_music
4344,street_music
4345,street_music
4347,street_music
4348,jackhammer
4354,street_music
4355,siren
4357,dog_bark
4360,children_playing
4368,gun_shot
4370,jackhammer
4373,siren
4376,gun_shot
4377,engine_idling
4380,street_music
4383,children_playing
4385,engine_idling
4387,dog_bark
4388,engine_idling
4391,jackhammer
4395,street_music
4398,dog_bark
4399,siren
4402,siren
4403,dog_bark
4404,dog_bark
4405,children_playing
4407,jackhammer
4409,street_music
4410,street_music
4414,siren
4419,air_conditioner
4421,drilling
4423,air_conditioner
4434,siren
4435,jackhammer
4441,children_playing
4445,children_playing
4447,street_music
4448,siren
4452,jackhammer
4455,siren
4457,street_music
4460,street_music
4465,jackhammer
4466,car_horn
4468,dog_bark
4469,dog_bark
4470,drilling
4471,siren
4477,dog_bark
4478,street_music
4479,children_playing
4484,street_music
4488,street_music
4489,jackhammer
4494,drilling
4495,drilling
4496,engine_idling
4497,dog_bark
4501,street_music
4505,siren
4507,drilling
4508,gun_shot
4512,children_playing
4516,children_playing
4517,drilling
4518,drilling
4519,jackhammer
4520,street_music
4524,gun_shot
4533,siren
4537,jackhammer
4538,jackhammer
4543,gun_shot
4544,children_playing
4546,siren
4548,drilling
4550,street_music
4551,street_music
4552,jackhammer
4553,siren
4555,jackhammer
4558,jackhammer
4560,street_music
4564,dog_bark
4565,dog_bark
4567,street_music
4576,dog_bark
4577,street_music
4579,drilling
4580,street_music
4582,street_music
4586,street_music
4587,children_playing
4588,gun_shot
4590,children_playing
4591,dog_bark
4593,street_music
4594,dog_bark
4596,dog_bark
4597,street_music
4600,engine_idling
4603,drilling
4605,street_music
4606,street_music
4608,jackhammer
4615,air_conditioner
4620,street_music
4621,siren
4624,street_music
4626,siren
4627,street_music
4631,street_music
4638,dog_bark
4639,street_music
4642,siren
4644,street_music
4649,jackhammer
4654,drilling
4656,drilling
4660,street_music
4664,siren
4670,siren
4671,dog_bark
4673,street_music
4675,siren
4678,children_playing
4681,street_music
4687,siren
4689,drilling
4691,dog_bark
4694,street_music
4696,drilling
4699,dog_bark
4700,jackhammer
4701,siren
4706,siren
4709,siren
4710,street_music
4711,dog_bark
4712,street_music
4713,siren
4717,street_music
4719,drilling
4720,jackhammer
4727,children_playing
4731,air_conditioner
4734,street_music
4738,drilling
4744,siren
4751,jackhammer
4757,dog_bark
4760,street_music
4761,street_music
4765,street_music
4768,children_playing
4771,jackhammer
4772,air_conditioner
4773,street_music
4774,dog_bark
4777,jackhammer
4779,engine_idling
4780,jackhammer
4782,street_music
4797,dog_bark
4798,children_playing
4802,drilling
4808,street_music
4809,engine_idling
4811,dog_bark
4812,children_playing
4813,air_conditioner
4814,gun_shot
4815,children_playing
4816,street_music
4817,drilling
4818,siren
4819,children_playing
4825,drilling
4831,dog_bark
4838,drilling
4841,siren
4845,dog_bark
4848,air_conditioner
4849,street_music
4850,jackhammer
4855,dog_bark
4856,street_music
4859,jackhammer
4862,drilling
4865,dog_bark
4868,car_horn
4869,gun_shot
4871,siren
4872,dog_bark
4874,siren
4875,street_music
4876,children_playing
4878,gun_shot
4882,siren
4885,jackhammer
4891,street_music
4892,street_music
4893,dog_bark
4897,street_music
4898,street_music
4901,dog_bark
4908,children_playing
4910,children_playing
4915,drilling
4922,siren
4929,siren
4930,siren
4932,siren
4933,jackhammer
4935,children_playing
4936,drilling
4939,street_music
4941,street_music
4944,street_music
4946,siren
4949,engine_idling
4951,dog_bark
4954,dog_bark
4955,jackhammer
4957,siren
4958,dog_bark
